project_id,project_name,project_description,project_type,project_status,start_date,expected_completion_date,country,region,coordinates,total_investment_required,current_funding,funding_gap,expected_roi,payback_period,capital_expenditure,operational_expenditure,maintenance_costs,projected_revenue_5yr,projected_cashflow_5yr,financial_risk_score,market_volatility_index,currency_risk_exposure,carbon_reduction_tons,carbon_intensity,emission_savings_forecast,water_usage_reduction,energy_efficiency_score,renewable_energy_generation,biodiversity_impact_score,land_use_change,waste_reduction_tons,climate_risk_score,natural_disaster_risk,climate_adaptation_score,jobs_created,community_benefit_score,local_business_impact,healthcare_impact_score,education_impact_score,poverty_reduction_impact,community_engagement_level,indigenous_peoples_impact,stakeholder_satisfaction_score,compliance_score,transparency_index,corruption_risk_score,management_experience_score,track_record_score,regulatory_compliance_score,reporting_quality_score,monitoring_framework_score,audit_frequency,environmental_score,social_score,governance_score,overall_esg_score
PRJ011,Sustainable Agriculture Lambda,Regenerative agriculture implementation,Waste Management,In Progress,2025-01-06,2029-03-06,France,Asia Pacific,"-71.0110, -15.6476",49889283.76739815,16067729.937198747,33821553.830199406,0.09571000435945994,9.968239457237456,10618103.289338898,4770052.050417371,678973.990265271,67858561.25892955,10823161.245979765,0.5133570059412533,0.13364124693792362,0.47556380206094373,21479.35555406336,0.3381081396074487,24900.315429743063,24431.834174525797,0.7001114464360124,38420.183137921995,0.46257458550907793,-872.9763408199973,564.2750311330772,0.5864702796335082,0.5057549541302169,0.6206541022395138,876,0.820328988644834,0.5386751255135849,0.6575691698931372,0.6950610669511111,0.26401955006806166,0.4897179493778968,-0.03326924000661685,0.6699303185564184,0.8630477930312004,0.5712943452251027,0.2158593221995817,0.6341159142206897,0.8873588613695769,0.5705409243888568,0.5813789473329727,0.7147331145657927,1,0.7595229525921228,0.7442011982138681,0.7461382822589262,0.7499541443549723
PRJ012,Green Hydrogen Mu,Green hydrogen production facility,Conservation,Approved,2025-02-27,2027-08-09,Japan,North America,"-50.6807, -30.0564",14072269.699488966,3438992.1073258747,10633277.592163092,0.08499098541918723,7.467393198740917,23922937.22437332,1720676.4928855172,1704906.1001031152,34158961.41252373,72745728.16644776,0.6256890628001335,0.7644020121139702,0.5922561062627608,48411.447024492125,0.17998790972949072,1868.8432895950762,90861.67692850609,0.7388574454401138,73710.07058430192,0.3799110751342498,-926.3562647280172,2759.857572050543,0.6093154572978261,0.33909424731958154,0.5135948905631917,262,0.5124880024758753,0.42726357557077366,0.8978044278147155,0.7374456510099872,0.7104364760098729,0.6529840054770341,0.6786291153734383,0.6431787409978039,0.7964814526294108,0.5250675914824119,0.1237154121726165,0.7124879935255262,0.8038733156739424,0.7031961541367611,0.8305340099873608,0.7099103138672889,1,0.5485608578115875,0.6174136693018731,0.8245978257826596,0.6635241176320401
PRJ013,Recycling Center Nu,Advanced materials recycling center,Green Building,In Progress,2025-04-20,2029-02-06,India,Asia Pacific,"68.9904, -63.2358",48854132.83579999,10409876.146444013,38444256.68935598,0.24643366866588712,14.281601309493341,39172600.04438035,2808548.3374939007,316411.5963119562,17194078.439318933,53880037.709316455,0.4485383189423129,0.7206762711086333,0.4908908631146728,27850.62227915628,0.14278823739789515,18557.371141379717,59596.98514330715,0.5414456608466771,91525.43416691064,0.3457202277594979,-732.2957623987336,319.62894609998614,0.5438524868337805,0.47608439169984906,0.8365303577375556,701,0.5382982995024495,0.4024681003231509,0.8172882103792166,0.26110312571277283,0.6475847153292309,0.7097892380502795,0.29542362640396563,0.6044775885427467,0.5511063321125997,0.7343419165868423,0.31803121979293025,0.5888629737200847,0.8201962560069143,0.6619950305533998,0.5097552625404793,0.7935503255470044,1,0.6832023201484486,0.5232010166195534,0.5248340044295929,0.5770791137325316
PRJ014,Energy Storage Xi,Grid-scale battery storage system,Infrastructure,Under Review,2025-09-21,2027-07-11,Japan,Europe,"-68.0242, -51.7328",21140813.652593333,14068349.732422197,7072463.920171136,0.15332717825420286,14.683966041063808,19880292.39601064,2904233.0989371077,1432376.4439747313,98220407.05443205,4038996.2408228084,0.6840314532494548,0.2826255363391998,0.22401061592604724,21750.07617309781,0.8668331975065587,13874.936369042229,35671.60642333104,0.7641850606486046,95870.24074078462,0.8643190962812302,-972.6560703460054,5031.83534779434,0.17280167284106424,0.42208341128850047,0.37724903897978634,728,0.3629214999194885,0.7397884382870075,0.560798734244528,0.5542727694515429,0.44511097576155023,0.5711691607794236,0.5414609111390454,0.7859409902991226,0.9593752611303732,0.6086181341120518,0.6463469952822614,0.8182824066461665,0.5447906972189068,0.5434625074751747,0.887273632599435,0.6177970071930488,3,0.6380252010995499,0.8095511588370998,0.6447124818215703,0.6974296139194066
PRJ015,Green Data Center Omicron,Energy-efficient data center facility,Waste Management,In Progress,2025-11-10,2028-01-19,India,Asia Pacific,"73.2291, -82.0324",2619485.912126871,17237996.693867534,-14618510.781740664,0.10216583496608181,6.407051696849589,36319072.47856732,4903624.7602086235,1127998.95497042,84215483.2027976,30512746.706914797,0.13817290215331904,0.11071317820326933,0.26437667639268025,28857.49390374796,0.7777145152764718,17792.871355028015,71109.93836273678,0.718167915803278,5786.389775770739,0.5499834346430875,-849.2818792950754,4814.48589821124,0.6811176261201826,0.5093362741644076,0.4980597079860932,312,0.7424431236562915,0.5645331333761437,0.8339164904684253,0.852410039579854,0.759762840259973,0.7282694729131957,0.3731508492573887,0.4061015361590223,0.8950423185620433,0.8093373085138089,0.2943110208405927,0.6937268021170372,0.6310335571556038,0.8166203874554803,0.7898793873940154,0.7890326570414743,2,0.7318355826813241,0.7997079394844897,0.5106047209098011,0.680716081025205
PRJ016,Coastal Protection Pi,Nature-based coastal defense system,Infrastructure,In Progress,2025-07-14,2028-05-11,Brazil,North America,"26.5842, -179.8127",17908491.153307468,6856198.651436753,11052292.501870714,0.24925073995158487,6.664366324132722,17828259.1280088,469196.6544300282,628194.7801132071,86319652.59454417,33080534.58097491,0.5528297683952611,0.7534054156556381,0.22875347182502448,29220.304187646147,0.3839241523701765,24231.972627366304,48685.03180844742,0.901054624513367,39452.17986081298,0.6486975727084958,383.428794337824,8330.577751618763,0.5379570455192892,0.38021034223719696,0.49294965880801744,648,0.40937032708557486,0.3466118932787927,0.10424000511808434,0.42444953451166,0.7945576858744345,0.8398004671753039,0.7976926159238433,0.6992213506026135,0.5115113023938187,0.5130688946066007,0.25406804985676795,0.5470223396104859,0.45233313842598255,0.8679523065980012,0.45711896296019844,0.5988544521066035,1,0.868414869662379,0.7473482354272134,0.8938340039983235,0.836532369695972
PRJ017,Urban Gardens Rho,Urban farming and community gardens,Waste Management,Proposed,2025-08-10,2029-12-04,Canada,North America,"-26.5376, -70.2787",32083215.890366826,4794700.427528191,27288515.462838635,0.24308387025775874,8.82736504303472,14523073.581631286,1597915.3945071911,868572.6700702391,26524633.330554675,56059155.58193454,0.22691715811399282,0.4507279187406815,0.3263554499367855,36850.74000968237,0.8654407081011651,17356.735249288457,38420.77142210319,0.9889503343771354,10675.606593588438,0.8515059311013358,68.69255005892614,3146.9946737333894,0.4607283579328836,0.5883673015878523,0.35537435173724763,65,0.6383790552113019,0.4989486187093642,0.880053730356114,0.6157181682905292,0.3230010860319424,0.6744609265091026,0.5524031200388226,0.6827541736614869,0.825683605494123,0.8332844387929708,0.24887654903885842,0.7570295998949141,0.4176678598160717,0.9240640477334418,0.6828883099832803,0.3403052399494261,1,0.7662860486051252,0.5360725686149814,0.8720296698433067,0.7247960956878043
PRJ018,Water Treatment Sigma,Advanced wastewater treatment plant,Green Building,Approved,2025-02-17,2027-01-19,USA,Europe,"-60.3619, 12.2722",34354567.12618357,14367415.882541347,19987151.243642222,0.16165869072141953,8.381089715834968,26088051.79159814,1035464.0526366956,549603.5400091932,5805803.974083474,19563679.02365293,0.19613171824451375,0.4775642138800438,0.12337787938614019,7256.796741700814,0.6414159235394427,21005.61491881566,70803.35206536933,0.7780025193212923,33566.00647969632,0.3496490520211837,499.8214989399437,8182.218778609317,0.8283770227226185,0.22604709064450898,0.588687236433776,735,0.8044259915267586,0.39820908876854844,0.49259902340702755,0.45846133705692727,0.42753715097828027,0.6238686371487798,0.506980461243459,0.7580895373664761,0.8856233342598689,0.7320468424515765,0.46062157768476886,0.6638238650723929,0.6033047274636203,0.5613884448313542,0.8926836561208673,0.5431488528166133,2,0.5074701892953783,0.6951153334345436,0.41971340568425297,0.5407663094713917
PRJ019,EV Charging Network Tau,National EV charging infrastructure,Renewable Energy,In Progress,2025-06-15,2027-03-10,Japan,Asia Pacific,"-2.7306, 69.2770",27015794.58253968,16285270.39972445,10730524.182815231,0.22652726863786793,14.93348955132985,27021823.138793506,1415526.7987617685,1242451.736188077,31720020.437975835,14640691.900521383,0.37350373337312126,0.5787746385786988,0.47095233060273567,13250.80601158913,0.48601675971411396,21738.283280115615,25623.691288598508,0.6613431941387918,16967.990389556555,0.8259968915554756,826.3315045152856,9682.940277854248,0.3383675612335604,0.5875510263589553,0.7126708302576499,535,0.3535225972272337,0.7602150942559249,0.6783168772974205,0.5179875805533698,0.7558696541538268,0.5632468052330035,0.5785719390507511,0.6995146823886633,0.687217684860211,0.4628470150306283,0.7828789209779294,0.6672279456286234,0.6570293878202524,0.9382220379376469,0.6355327263469073,0.5984789363879344,1,0.41559156753064236,0.5804869484700135,0.7527875862578443,0.5829553674194999
PRJ020,Sustainable Housing Upsilon,Sustainable affordable housing complex,Waste Management,In Progress,2025-07-25,2028-06-08,Japan,Asia Pacific,"-41.5058, -92.1148",22941375.06408149,7298986.752188723,15642388.311892767,0.08774142166827588,5.1111030321281445,34675368.5508186,2477871.383953947,209108.6517804687,54634077.86527223,6984599.529672627,0.1734392526507535,0.5310958150729397,0.3019325289332359,29446.65660485158,0.49442052621744403,21042.778712217634,33695.000372890754,0.5217003916490863,64684.83616687238,0.630952723526442,170.29906465094382,975.2414113199011,0.518881820812009,0.38816285005026974,0.6069942081283568,483,0.6212013384093141,0.20452061788044484,0.756689178522682,0.5840221825567072,0.6329579304507664,0.6464917625436755,-0.056872014451530395,0.8133994139045392,0.5344607696836094,0.6279775213119952,0.4212922916119092,0.640543974193793,0.5035627475377146,0.8214627818071266,0.49105356941079165,0.7321215489793775,2,0.5311320221499125,0.4457910366633171,0.8626241587078329,0.6131824058403542
